2018-07-04 06:28:15,True,lkoagv,lkoagv,482208
2018-07-04 06:28:15,True,blhcff,blhcff,482208
2018-07-04 06:28:15,True,ujutvq,ujutvq,482208
2018-07-04 06:28:15,True,etprrm,etprrm,482208
2018-07-04 06:28:16,True,qxhbzx,qxhbzx,482208
2018-07-04 06:28:16,True,fnnadj,fnnadj,482208
2018-07-04 06:28:16,True,thfpph,thfpph,482208
2018-07-04 06:28:16,False,hpakhr,hpakdr,482208
2018-07-04 06:28:18,True,ohjfad,ohjfad,482208
2018-07-04 06:28:18,True,dlnjfd,dlnjfd,482208
2018-07-04 06:28:18,True,bgvesf,bgvesf,482208
2018-07-04 06:28:18,True,zvligy,zvligy,482208
2018-07-04 06:28:19,True,ssqize,ssqize,482208
2018-07-04 06:28:19,True,fsxagp,fsxagp,482208
2018-07-04 06:28:19,False,tddder,tdfder,482208
2018-07-04 06:28:19,False,vtssjp,vtsrip,482208
2018-07-04 06:28:19,True,pyuarm,pyuarm,482208
2018-07-04 06:28:21,True,eceokn,eceokn,482208
2018-07-04 06:28:21,True,wirxlg,wirxlg,482208
2018-07-04 06:28:21,True,mavqzm,mavqzm,482208
2018-07-04 06:28:21,False,lyysqy,liysqy,482208
2018-07-04 06:28:22,True,nwlrvw,nwlrvw,482208
2018-07-04 06:28:22,True,brekxd,brekxd,482208
2018-07-04 06:28:22,True,txkdza,txkdza,482208
2018-07-04 06:28:22,True,byduks,byduks,482208
2018-07-04 06:28:24,True,loeupp,loeupp,482208
2018-07-04 06:28:24,True,qjills,qjills,482208
2018-07-04 06:28:24,True,wlrcgi,wlrcgi,482208
2018-07-04 06:28:24,True,eauaqx,eauaqx,482208
2018-07-04 06:28:25,False,outmho,outnho,482208
2018-07-04 06:28:25,True,qsnfxz,qsnfxz,482208
2018-07-04 06:28:25,False,mrxxli,mrxdli,482208
2018-07-04 06:28:25,False,zmeetv,zmertv,482208
2018-07-04 06:28:25,True,fonbho,fonbho,482208
2018-07-04 06:28:25,False,gxwqhm,gxwqlm,482208
2018-07-04 06:28:26,True,xcicse,xcicse,482208
2018-07-04 06:28:26,True,thphuz,thphuz,482208
2018-07-04 06:28:27,False,rqywwm,rqyfwm,482208
2018-07-04 06:28:27,True,rziglj,rziglj,482208
2018-07-04 06:28:27,False,lanmhb,ltamhb,482208
2018-07-04 06:28:27,True,lazigr,lazigr,482208
2018-07-04 06:28:28,True,sexfqq,sexfqq,482208
2018-07-04 06:28:28,False,vrttnc,vrtlnc,482208
2018-07-04 06:28:28,False,dafeet,daftet,482208
2018-07-04 06:28:28,True,cfluvk,cfluvk,482208
2018-07-04 06:28:29,False,snamit,snamlt,482208
2018-07-04 06:28:30,False,bnngml,bntgml,482208
2018-07-04 06:28:30,True,lcnite,lcnite,482208
2018-07-04 06:28:30,False,sczgjn,sczgin,482208
2018-07-04 06:28:30,True,txawwh,txawwh,482208
2018-07-04 06:28:30,False,mbbqtb,mbqtib,482208
2018-07-04 06:28:31,True,oszbrj,oszbrj,482208
2018-07-04 06:28:31,True,fhmzja,fhmzja,482208
2018-07-04 06:28:31,True,oztewg,oztewg,482208
2018-07-04 06:28:31,True,qdicpp,qdicpp,482208
2018-07-04 06:28:33,False,qmvkkk,qmvkzk,482208
2018-07-04 06:28:33,True,xtvblu,xtvblu,482208
2018-07-04 06:28:33,True,hprifk,hprifk,482208
2018-07-04 06:28:33,True,bxqmfb,bxqmfb,482208
2018-07-04 06:28:33,True,srdoit,srdoit,482208
2018-07-04 06:28:34,True,yykvxs,yykvxs,482208
2018-07-04 06:28:34,True,otpkrj,otpkrj,482208
2018-07-04 06:28:34,True,tmrktx,tmrktx,482208
2018-07-04 06:28:34,True,vgnwkd,vgnwkd,482208
2018-07-04 06:28:36,True,xqvpje,xqvpje,482208
2018-07-04 06:28:36,True,hhirld,hhirld,482208
2018-07-04 06:28:36,False,hhkkvh,hfktvh,482208
2018-07-04 06:28:36,False,vvtmwk,vvtnwk,482208
2018-07-04 06:28:37,True,yqxezv,yqxezv,482208
2018-07-04 06:28:37,True,smagbd,smagbd,482208
2018-07-04 06:28:37,True,kszklt,kszklt,482208
2018-07-04 06:28:37,True,zvseoj,zvseoj,482208
2018-07-04 06:28:39,True,npmxma,npmxma,482208
2018-07-04 06:28:39,True,mjlkma,mjlkma,482208
2018-07-04 06:28:39,True,ktcsrx,ktcsrx,482208
2018-07-04 06:28:39,True,lnogdf,lnogdf,482208
2018-07-04 06:28:40,True,upjgtb,upjgtb,482208
2018-07-04 06:28:40,True,eoyadg,eoyadg,482208
2018-07-04 06:28:40,False,iltddk,ilttdk,482208
2018-07-04 06:28:40,True,gjubyp,gjubyp,482208
2018-07-04 06:28:42,False,osijal,osljal,482208
2018-07-04 06:28:42,False,qyusvv,qyussv,482208
2018-07-04 06:28:42,False,vgqiit,vgqilt,482208
2018-07-04 06:28:42,True,cgmbxi,cgmbxi,482208
2018-07-04 06:28:43,True,hwzhke,hwzhke,482208
2018-07-04 06:28:43,True,shbybu,shbybu,482208
2018-07-04 06:28:43,False,nayccs,naycfs,482208
2018-07-04 06:28:43,True,pmshdw,pmshdw,482208
2018-07-04 06:28:45,True,hxvcmd,hxvcmd,482208
2018-07-04 06:28:45,True,bkadqr,bkadqr,482208
2018-07-04 06:28:45,True,toqvok,toqvok,482208
2018-07-04 06:28:45,False,usfggi,usflgi,482208
2018-07-04 06:28:45,True,sykpgd,sykpgd,482208
2018-07-04 06:28:45,False,lgvssb,lgvisb,482208
2018-07-04 06:28:45,True,cfleno,cfleno,482208
2018-07-04 06:28:47,True,urpshy,urpshy,482208
2018-07-04 06:28:47,True,xncbax,xncbax,482208
2018-07-04 06:28:47,True,ghwlpm,ghwlpm,482208
2018-07-04 06:28:47,True,cyortb,cyortb,482208
2018-07-04 06:28:47,True,xwykhy,xwykhy,482208
2018-07-04 06:28:48,False,axlvvw,axlrvw,482208
2018-07-04 06:28:48,True,xovvar,xovvar,482208
2018-07-04 06:28:48,True,txhjhb,txhjhb,482208
2018-07-04 06:28:48,True,fqudza,fqudza,482208
2018-07-04 06:28:50,True,idfzin,idfzin,482208
2018-07-04 06:28:50,True,jebcue,jebcue,482208
2018-07-04 06:28:50,False,yfeevk,yfkevk,482208
2018-07-04 06:28:50,True,arnznk,arnznk,482208
2018-07-04 06:28:51,True,ngvukw,ngvukw,482208
2018-07-04 06:28:51,True,wezxcj,wezxcj,482208
2018-07-04 06:28:51,True,laizeb,laizeb,482208
2018-07-04 06:28:51,True,aqgdcq,aqgdcq,482208
2018-07-04 06:28:53,False,nxudhm,nxudnm,482208
2018-07-04 06:28:53,False,umesst,umeist,482208
2018-07-04 06:28:53,True,rqwkdd,rqwkdd,482208
2018-07-04 06:28:53,True,jdapei,jdapei,482208
2018-07-04 06:28:53,True,iryfyj,iryfyj,482208
2018-07-04 06:28:53,True,dofkus,dofkus,482208
2018-07-04 06:28:54,False,yxmmyp,yxmryp,482208
2018-07-04 06:28:54,False,oxppjv,oxpojv,482208
2018-07-04 06:28:54,True,cavfnk,cavfnk,482208
2018-07-04 06:28:54,True,kfncrw,kfncrw,482208
2018-07-04 06:28:55,True,txdynk,txdynk,482208
2018-07-04 06:28:56,True,lapnel,lapnel,482208
2018-07-04 06:28:56,True,hfjlvo,hfjlvo,482208
2018-07-04 06:28:56,True,fhszzi,fhszzi,482208
2018-07-04 06:28:56,False,qqdljs,qqdqjs,482208
2018-07-04 06:28:56,True,pcqffa,pcqffa,482208
2018-07-04 06:28:57,False,vnwttm,vnwtum,482208
2018-07-04 06:28:57,True,yvrzui,yvrzui,482208
2018-07-04 06:28:57,False,rhibhd,rhiohd,482208
2018-07-04 06:28:57,True,blovzn,blovzn,482208
2018-07-04 06:28:59,True,vrviix,vrviix,482208
2018-07-04 06:28:59,True,wvqwsh,wvqwsh,482208
2018-07-04 06:28:59,True,fkzvls,fkzvls,482208
2018-07-04 06:28:59,True,rriiqf,rriiqf,482208
2018-07-04 06:28:59,True,nuqmkx,nuqmkx,482208
2018-07-04 06:29:00,True,pozkiq,pozkiq,482208
2018-07-04 06:29:00,True,iyaldh,iyaldh,482208
2018-07-04 06:29:00,True,edkxji,edkxji,482208
2018-07-04 06:29:00,True,pnkqaj,pnkqaj,482208
2018-07-04 06:29:01,True,dceqvn,dceqvn,482208
2018-07-04 06:29:01,True,macqhm,macqhm,482208
2018-07-04 06:29:02,False,fmbhpk,fnbhpk,482208
2018-07-04 06:29:02,True,anwblw,anwblw,482208
2018-07-04 06:29:02,True,jdbbpd,jdbbpd,482208
2018-07-04 06:29:02,True,yarrfi,yarrfi,482208
2018-07-04 06:29:03,True,zgxeum,zgxeum,482208
2018-07-04 06:29:03,True,wmusse,wmusse,482208
2018-07-04 06:29:03,True,qapubo,qapubo,482208
2018-07-04 06:29:03,False,ottjjc,ottrjc,482208
2018-07-04 06:29:05,True,sradzg,sradzg,482208
2018-07-04 06:29:05,True,ywnqhp,ywnqhp,482208
2018-07-04 06:29:05,True,mddwed,mddwed,482208
2018-07-04 06:29:05,True,xuuast,xuuast,482208
2018-07-04 06:29:06,True,stdbsy,stdbsy,482208
2018-07-04 06:29:06,True,eromia,eromia,482208
2018-07-04 06:29:06,True,qfloel,qfloel,482208
2018-07-04 06:29:06,True,mvghyy,mvghyy,482208
2018-07-04 06:29:08,True,eryctg,eryctg,482208
2018-07-04 06:29:08,True,wizcer,wizcer,482208
2018-07-04 06:29:08,False,lgxgzr,lgxgzt,482208
